store_id,year,month,population,location_code,id,age,gender,race,marital_status,education,division,tenure,training_status,jlevel,salary,absent,turnover,persuasion_skills,commitment,respect,development,goal,perf_feedback,perf_fair,reward_fair,work_life,competition,culture_fit,extraversion,conscientiousness,emotion_stability,agreeable,openness,cognitive_ability,structured_interview,business_rating,behavior_rating,sales_skills
2,2019,10,112,100,6149,28,Male,W,Y,Some college,Office Products,6.80,Y,1,60641.27,9,3,2,3,1,2,1,2,2,3,1,4,4,4,3,2,2,2,3,4,3,2,3
2,2019,10,112,100,7629,26,Male,W,Y,Some high school,Cellphones and Accessories,6.10,N,2,63157.61,11,3,3,1,1,2,1,3,2,1,1,3,3,2,3,5,2,4,2,3,2,2,2
2,2019,10,112,100,4921,29,Male,NW,N,Some high school,Office Products,3.30,Y,1,64700.82,4,2,2,2,3,1,1,1,4,2,1,3,3,2,2,2,2,2,4,1,1,1,1
2,2019,10,112,100,1075,26,Female,W,N,High school diploma or equivalent,Cellphones and Accessories,5.10,Y,1,36067.22,17,4,2,1,3,1,1,1,3,3,3,3,2,5,2,1,3,2,5,5,3,2,3
2,2019,10,112,100,4845,37,Male,W,Y,Some high school,Cellphones and Accessories,6.80,Y,1,42055.91,10,2,2,2,2,1,2,3,2,1,1,3,4,2,2,5,4,1,3,3,2,2,2
2,2019,10,112,100,633,29,Female,NW,N,High school diploma or equivalent,Home Appliances,7.20,Y,4,82882.73,13,3,2,3,1,3,1,1,2,1,1,3,2,5,3,2,3,2,4,5,3,1,3
2,2019,10,112,100,5204,43,Female,W,Y,Some college,Office Products,8.20,Y,1,61314.56,18,4,2,2,2,2,1,1,1,4,1,5,3,3,2,3,3,2,2,4,3,1,3
2,2019,10,112,100,7769,22,Male,W,N,Some college,Computer & Electronics,7.80,N,2,45258.56,9,1,5,2,3,2,1,2,1,2,2,4,2,1,3,2,1,5,2,4,3,2,3
2,2019,10,112,100,2781,36,Male,W,N,Some college,Office Products,11.00,Y,4,137699.97,0,1,4,4,3,3,1,3,1,1,2,2,4,4,3,2,4,2,2,3,2,2,3
2,2019,10,112,100,9660,31,Male,W,N,Some college,Home Appliances,6.70,Y,2,65432.73,11,2,4,2,4,2,1,2,1,2,4,2,1,2,4,2,5,1,1,1,2,2,2
2,2019,10,112,100,8861,26,Male,W,Y,Some college,Home Appliances,4.70,N,2,67611.07,6,2,1,3,2,1,1,2,3,3,2,3,3,2,3,3,2,1,3,1,1,1,1
2,2019,10,112,100,5814,44,Female,W,Y,High school diploma or equivalent,Cellphones and Accessories,7.50,Y,2,59808.27,23,3,2,2,1,1,1,1,1,2,1,2,2,2,3,4,3,2,3,2,2,1,3
2,2019,10,112,100,1343,32,Female,NW,Y,High school diploma or equivalent,Home Appliances,7.30,N,2,58990.86,6,3,1,4,1,1,1,3,1,3,2,2,5,2,4,3,2,1,4,4,3,2,3
2,2019,10,112,100,5685,32,Male,NW,N,Post-secondary degree,Computer & Electronics,5.80,Y,1,70418.63,4,2,4,2,2,2,1,3,2,3,1,5,3,4,2,1,3,4,2,2,2,1,3
2,2019,10,112,100,5694,34,Female,NW,Y,Some college,Home Appliances,10.10,Y,1,48481.32,20,4,1,1,1,1,1,1,2,3,1,1,3,4,2,4,3,1,2,2,1,1,1
13,2019,10,143,195,7897,46,Female,NW,N,Some college,Home Appliances,8.50,N,1,59258.35,27,5,2,4,2,1,1,2,2,4,2,4,1,5,2,2,2,2,2,5,3,1,3
13,2019,10,143,195,7513,32,Male,W,N,High school diploma or equivalent,Office Products,8.20,Y,1,62893.06,0,3,2,3,1,1,1,1,4,2,1,1,4,5,3,2,1,2,4,5,3,3,3
13,2019,10,143,195,8831,30,Female,NW,Y,Some college,Office Products,6.60,N,2,64074.84,4,3,2,1,1,1,2,2,1,2,1,2,4,5,2,3,1,3,3,5,3,1,3
13,2019,10,143,195,5562,32,Female,W,Y,Some high school,Computer & Electronics,6.40,N,1,37447.90,15,3,1,2,1,1,1,1,1,3,2,3,4,1,4,3,2,2,4,3,3,2,3
13,2019,10,143,195,1712,28,Male,W,Y,Post-secondary degree,Home Appliances,3.30,Y,2,50385.13,3,3,3,1,1,1,2,2,1,2,3,3,4,4,3,3,2,3,2,3,2,3,1
13,2019,10,143,195,28,27,Male,W,N,Post-secondary degree,Cellphones and Accessories,8.10,Y,2,72917.05,5,1,3,3,2,1,1,1,4,2,3,3,3,4,3,1,3,2,3,3,2,2,1
13,2019,10,143,195,5383,17,Male,W,Y,Post-secondary degree,Home Appliances,4.60,Y,1,43439.10,12,5,2,2,2,2,1,1,1,1,1,2,3,2,2,3,2,2,1,2,2,2,3
13,2019,10,143,195,2934,30,Female,W,Y,High school diploma or equivalent,Computer & Electronics,5.00,N,1,51222.80,18,4,2,2,1,1,1,3,1,3,1,1,3,1,2,2,1,3,1,5,1,1,1
13,2019,10,143,195,3074,31,Female,W,N,High school diploma or equivalent,Cellphones and Accessories,7.40,N,4,66237.53,13,2,3,3,2,2,1,3,2,2,2,4,3,3,5,2,2,4,2,3,3,3,3
13,2019,10,143,195,7789,32,Male,NW,N,High school diploma or equivalent,Home Appliances,6.00,Y,1,50984.66,11,2,3,3,1,1,1,1,3,1,2,4,3,4,1,1,4,2,4,2,2,1,3
13,2019,10,143,195,9575,29,Male,W,Y,Some high school,Home Appliances,6.20,Y,3,65437.15,6,3,3,2,1,1,2,2,2,1,1,5,5,3,3,5,3,3,4,4,3,2,3
13,2019,10,143,195,7667,25,Male,W,N,Some college,Office Products,7.20,Y,3,52709.43,7,3,2,3,4,2,1,1,1,3,3,4,3,4,3,2,2,1,1,2,2,1,2
13,2019,10,143,195,2749,20,Female,W,N,Some college,Computer & Electronics,7.40,Y,1,55039.84,4,2,5,2,1,3,2,3,1,1,1,1,4,4,2,1,3,4,2,3,2,2,1
13,2019,10,143,195,5009,22,Male,W,Y,Some high school,Home Appliances,5.30,N,2,39917.68,8,2,1,1,2,1,1,1,5,1,1,3,4,3,1,3,1,1,4,1,1,1,2
13,2019,10,143,195,1463,33,Female,NW,N,Post-secondary degree,Home Appliances,5.90,Y,1,55838.68,13,4,2,3,1,3,1,1,2,3,1,2,3,3,2,1,2,3,1,2,2,1,3
24,2019,10,120,406,2634,23,Female,W,Y,Some high school,Cellphones and Accessories,5.50,Y,3,53926.34,7,1,3,4,3,2,1,2,2,1,1,2,4,1,3,3,5,1,2,1,2,2,2
24,2019,10,120,406,1147,32,Male,NW,Y,Some high school,Computer & Electronics,8.80,Y,2,54999.18,28,2,1,2,1,2,1,2,1,1,2,1,1,3,2,3,2,1,3,1,1,1,3
24,2019,10,120,406,3441,28,Female,W,N,High school diploma or equivalent,Cellphones and Accessories,4.30,Y,1,56678.71,5,3,3,4,1,1,1,2,3,1,1,3,4,3,3,1,3,2,3,1,1,1,3
24,2019,10,120,406,4124,37,Male,W,Y,Some college,Office Products,7.80,N,3,70184.30,10,3,3,2,1,2,1,3,2,3,2,1,3,2,4,3,2,2,1,5,3,2,3
24,2019,10,120,406,2521,30,Female,W,N,High school diploma or equivalent,Office Products,7.60,N,1,68823.72,0,2,3,3,4,2,1,2,1,2,1,4,4,4,2,1,1,4,2,3,2,1,3
24,2019,10,120,406,823,19,Male,W,N,High school diploma or equivalent,Office Products,5.20,Y,1,39700.47,1,3,1,2,4,1,1,1,3,4,2,2,4,1,2,1,1,1,2,2,2,1,3
24,2019,10,120,406,8384,36,Male,NW,N,High school diploma or equivalent,Home Appliances,7.10,Y,1,66649.20,6,2,2,4,3,2,3,2,1,2,2,5,3,4,3,1,2,2,4,3,1,2,1
24,2019,10,120,406,8143,34,Male,NW,Y,Some high school,Home Appliances,5.80,Y,3,70942.20,3,1,3,3,1,1,1,1,3,1,2,3,4,4,2,4,4,2,5,3,2,2,1
24,2019,10,120,406,7614,24,Female,W,Y,High school diploma or equivalent,Cellphones and Accessories,5.30,N,1,67323.94,7,5,3,2,1,1,1,1,1,1,1,2,5,1,1,3,2,5,3,4,2,1,2
24,2019,10,120,406,7152,21,Female,W,N,High school diploma or equivalent,Home Appliances,4.80,Y,3,59551.22,10,2,3,2,1,1,1,1,3,2,2,3,3,2,4,3,3,3,3,2,2,2,2
24,2019,10,120,406,443,37,Male,NW,N,Some college,Office Products,7.70,N,2,76046.98,0,2,3,4,1,2,3,1,1,2,2,5,4,5,2,2,1,3,5,5,3,3,3
24,2019,10,120,406,763,35,Male,W,Y,Some high school,Computer & Electronics,7.70,Y,2,43950.36,20,2,4,1,2,1,1,1,2,3,2,2,2,1,3,3,3,4,2,4,3,2,3
24,2019,10,120,406,2013,32,Male,W,N,Some college,Computer & Electronics,8.00,N,3,67946.55,7,2,4,4,2,2,1,1,1,4,1,3,3,2,3,2,2,4,2,3,2,2,1
24,2019,10,120,406,8888,22,Male,W,Y,Some college,Cellphones and Accessories,4.10,Y,1,44346.10,11,3,2,3,3,1,2,1,1,1,4,3,3,2,2,3,2,2,3,2,1,3,1
24,2019,10,120,406,5775,30,Female,W,Y,Some high school,Computer & Electronics,4.50,N,1,54829.78,21,3,2,1,1,1,1,1,1,3,1,4,3,2,2,2,2,3,3,2,2,1,3
27,2019,10,83,192,6777,31,Female,NW,Y,High school diploma or equivalent,Computer & Electronics,4.40,Y,2,65445.86,4,3,3,1,1,1,3,1,3,3,2,3,5,3,4,3,2,4,3,4,3,2,3
27,2019,10,83,192,6086,25,Male,W,Y,High school diploma or equivalent,Office Products,7.50,N,2,44291.22,3,3,1,3,1,1,1,1,1,1,2,4,5,3,2,4,1,2,4,5,2,1,2
27,2019,10,83,192,5727,30,Male,NW,Y,High school diploma or equivalent,Cellphones and Accessories,6.50,N,4,58524.76,2,4,3,4,2,1,1,3,2,1,2,4,5,3,4,5,2,4,3,3,2,3,1
27,2019,10,83,192,1449,27,Male,W,Y,Post-secondary degree,Home Appliances,6.00,N,2,53778.31,11,3,3,3,3,1,1,2,1,4,1,5,3,4,1,3,1,4,2,4,3,2,3
27,2019,10,83,192,5709,19,Male,W,N,Some college,Cellphones and Accessories,4.00,Y,1,42189.68,20,3,3,3,4,2,1,2,1,1,4,2,1,3,1,1,2,2,2,1,1,2,2
27,2019,10,83,192,2351,39,Male,NW,N,Post-secondary degree,Cellphones and Accessories,7.10,N,2,68048.50,28,3,3,3,1,1,1,2,1,3,2,3,1,3,2,1,1,4,3,2,2,1,3
27,2019,10,83,192,8602,27,Male,NW,Y,Some high school,Cellphones and Accessories,5.60,N,1,56899.86,5,3,1,1,2,1,1,3,1,3,3,2,3,2,2,3,1,2,1,1,1,1,2
27,2019,10,83,192,5130,49,Male,W,N,Some college,Computer & Electronics,10.60,N,4,124895.97,15,1,3,1,1,2,1,2,1,1,1,4,2,2,3,2,1,5,2,3,2,1,2
27,2019,10,83,192,4889,50,Female,W,Y,Some college,Cellphones and Accessories,10.70,Y,3,61078.97,18,1,1,4,4,1,1,2,2,1,1,2,3,3,4,3,4,1,4,4,3,2,3
27,2019,10,83,192,8896,38,Male,W,N,Some college,Cellphones and Accessories,7.00,N,2,54076.25,27,3,2,2,1,1,1,1,2,1,3,3,1,4,3,2,2,2,3,2,1,1,3
27,2019,10,83,192,541,40,Female,NW,Y,Post-secondary degree,Office Products,8.50,N,4,86167.90,19,4,1,5,3,1,1,3,1,1,1,3,3,3,3,3,2,1,2,2,2,1,2
27,2019,10,83,192,6867,20,Male,W,Y,Some high school,Cellphones and Accessories,3.90,N,1,32218.69,32,5,1,1,1,1,1,1,1,1,1,1,2,3,2,4,1,3,3,1,1,1,2
27,2019,10,83,192,5803,28,Female,NW,Y,Some high school,Cellphones and Accessories,6.70,N,2,78268.96,31,5,3,1,1,2,1,1,1,2,1,2,1,5,3,4,2,4,2,5,3,1,3
27,2019,10,83,192,4014,28,Male,W,N,High school diploma or equivalent,Office Products,5.40,N,4,69844.98,13,1,2,1,1,2,1,1,1,3,1,4,1,3,2,2,2,1,3,2,1,1,1
27,2019,10,83,192,7222,27,Female,NW,Y,Post-secondary degree,Cellphones and Accessories,6.70,Y,1,60775.19,19,4,3,3,1,1,1,1,2,3,1,3,3,3,3,2,3,3,3,1,2,1,3
28,2019,10,104,514,8078,37,Male,NW,Y,Post-secondary degree,Home Appliances,6.40,Y,1,72431.50,20,5,2,2,2,2,1,4,1,3,2,3,2,2,4,2,3,1,1,1,3,1,3
28,2019,10,104,514,4526,33,Female,W,Y,Post-secondary degree,Cellphones and Accessories,10.60,N,1,61716.50,12,3,3,4,1,1,1,1,2,2,2,4,3,3,3,2,1,4,4,1,2,2,2
28,2019,10,104,514,8351,24,Female,W,Y,High school diploma or equivalent,Computer & Electronics,6.40,Y,1,28688.41,11,2,1,1,3,1,1,1,2,1,3,4,4,3,2,3,2,2,4,1,1,3,3
28,2019,10,104,514,7871,39,Male,NW,Y,Some college,Office Products,8.10,Y,4,88277.17,0,2,4,3,2,1,3,1,3,2,1,3,4,2,3,4,3,3,2,4,3,2,3
28,2019,10,104,514,9996,27,Male,NW,N,High school diploma or equivalent,Home Appliances,5.40,Y,1,55233.87,10,3,3,2,2,3,2,1,3,3,2,2,3,3,3,1,3,2,2,3,2,1,2
28,2019,10,104,514,7398,31,Male,W,Y,Some college,Office Products,6.00,N,1,42091.71,28,5,2,1,2,2,1,4,1,2,2,3,1,3,3,3,1,2,1,3,2,1,3
28,2019,10,104,514,3247,39,Female,W,N,Some college,Home Appliances,8.20,Y,1,50009.47,0,1,2,5,2,2,1,1,1,2,5,4,5,3,3,1,2,2,3,1,1,3,1
28,2019,10,104,514,5428,25,Female,W,N,Post-secondary degree,Computer & Electronics,7.90,N,2,75819.67,0,1,3,5,3,1,1,1,1,5,4,2,4,4,2,1,1,4,3,5,1,3,1
28,2019,10,104,514,3059,34,Male,W,Y,Some college,Home Appliances,4.30,N,2,38259.62,8,2,1,1,2,1,2,2,1,1,2,2,4,2,2,3,1,1,3,1,1,1,2
28,2019,10,104,514,5362,25,Female,W,N,High school diploma or equivalent,Home Appliances,5.90,Y,1,62773.12,10,2,3,3,1,1,3,1,3,2,2,3,2,5,4,1,3,2,4,3,3,3,3
28,2019,10,104,514,1419,34,Female,W,Y,Post-secondary degree,Cellphones and Accessories,9.20,Y,1,47457.93,11,3,3,4,2,1,1,1,1,2,3,1,3,5,3,2,2,2,3,5,3,3,2
28,2019,10,104,514,7305,39,Female,NW,N,Some college,Home Appliances,7.90,Y,1,68734.20,16,4,3,4,2,4,1,1,3,4,1,4,2,3,3,1,2,3,1,2,2,1,2
28,2019,10,104,514,9305,31,Female,NW,N,High school diploma or equivalent,Cellphones and Accessories,6.30,N,4,67226.16,9,2,2,3,1,1,1,1,1,1,2,4,5,3,5,2,1,3,4,5,3,3,2
28,2019,10,104,514,1180,21,Female,W,N,High school diploma or equivalent,Home Appliances,7.00,N,1,43184.96,0,2,2,2,3,3,1,1,2,1,3,2,5,5,2,1,1,2,3,5,3,2,3
28,2019,10,104,514,696,38,Male,W,N,Some college,Home Appliances,8.90,N,4,146882.25,11,2,3,2,1,3,1,1,3,3,1,3,2,3,3,1,2,3,3,5,2,1,1
40,2019,10,90,152,3355,47,Male,W,Y,High school diploma or equivalent,Office Products,12.10,Y,4,131627.33,16,2,2,2,1,2,1,2,3,2,3,3,1,3,1,2,3,1,2,2,2,1,3
40,2019,10,90,152,4778,30,Female,W,N,High school diploma or equivalent,Home Appliances,6.20,Y,2,63649.60,0,1,4,3,2,3,2,3,2,2,2,5,4,3,4,1,3,4,3,1,3,3,3
40,2019,10,90,152,6831,24,Female,W,N,High school diploma or equivalent,Cellphones and Accessories,4.20,N,2,58638.81,1,2,3,2,2,2,1,1,1,4,1,3,4,5,2,1,1,3,3,5,3,3,3
40,2019,10,90,152,6751,48,Male,W,Y,Post-secondary degree,Cellphones and Accessories,10.80,Y,4,100565.85,19,2,3,2,2,1,1,1,3,2,1,1,1,2,2,3,3,3,3,2,2,1,2
40,2019,10,90,152,9753,32,Female,W,Y,Post-secondary degree,Cellphones and Accessories,7.40,N,1,56087.98,11,4,1,2,1,1,1,3,1,1,1,1,4,4,2,3,2,2,2,1,1,2,1
40,2019,10,90,152,6575,31,Male,W,Y,Some college,Computer & Electronics,6.00,N,2,63138.75,21,2,2,2,2,1,1,1,2,3,2,3,1,3,3,3,2,3,4,1,1,2,1
40,2019,10,90,152,7992,26,Female,W,N,Some college,Cellphones and Accessories,4.70,N,2,69535.80,4,3,3,2,3,2,1,1,3,2,1,4,4,3,4,1,1,5,2,5,3,1,3
40,2019,10,90,152,4851,22,Female,W,N,Some college,Computer & Electronics,4.10,Y,1,42729.92,0,1,3,3,2,1,1,1,1,2,5,3,5,1,2,1,2,3,3,1,1,3,1
40,2019,10,90,152,3823,29,Male,W,N,Some college,Cellphones and Accessories,7.40,N,4,126044.36,10,1,3,3,3,2,2,2,2,1,2,2,2,2,4,1,1,3,2,4,3,2,3
40,2019,10,90,152,2746,42,Female,NW,Y,Post-secondary degree,Cellphones and Accessories,7.80,N,3,76853.70,1,2,2,3,2,3,3,3,2,2,1,5,4,3,3,3,3,2,1,2,2,1,2
40,2019,10,90,152,5351,26,Male,W,N,High school diploma or equivalent,Home Appliances,7.30,N,2,76196.55,9,2,3,2,2,2,1,1,1,4,1,5,3,3,2,1,1,4,3,3,2,1,2
40,2019,10,90,152,4664,28,Male,W,N,Some high school,Office Products,7.00,Y,1,64593.65,4,3,2,3,3,1,1,1,1,3,4,1,3,2,4,2,2,1,3,1,3,2,3
40,2019,10,90,152,64,38,Female,W,N,Some college,Home Appliances,7.70,N,3,63843.99,0,1,3,2,1,2,2,2,2,1,1,1,5,3,2,2,1,4,2,3,2,1,2
40,2019,10,90,152,2317,43,Male,W,N,Post-secondary degree,Cellphones and Accessories,6.80,Y,4,121046.78,9,3,3,1,4,2,1,2,3,3,2,3,2,3,3,3,3,2,1,1,1,1,3
44,2019,10,88,492,5058,31,Male,W,N,Some high school,Office Products,6.30,N,1,55871.92,10,4,2,3,2,2,2,2,1,2,4,4,2,3,4,1,1,3,3,2,3,2,3
44,2019,10,88,492,8268,27,Male,W,N,High school diploma or equivalent,Office Products,6.20,N,1,60937.21,2,4,2,2,1,1,2,1,1,2,3,1,4,3,2,2,1,3,3,4,2,1,3
44,2019,10,88,492,3720,39,Male,NW,N,Post-secondary degree,Computer & Electronics,5.60,N,1,38967.49,3,1,3,3,1,1,1,1,1,3,2,2,4,2,1,2,1,5,4,2,1,1,3
44,2019,10,88,492,9572,29,Male,W,Y,Post-secondary degree,Computer & Electronics,9.20,Y,1,53155.32,17,2,3,1,1,1,1,1,1,2,2,2,2,4,2,3,4,3,3,3,2,1,3
44,2019,10,88,492,7592,37,Male,W,N,Some college,Home Appliances,8.90,Y,1,71915.71,0,1,4,4,1,1,1,1,3,2,4,1,4,5,2,3,3,3,4,1,3,3,3
44,2019,10,88,492,5872,37,Male,NW,N,High school diploma or equivalent,Home Appliances,6.20,Y,1,37976.73,11,3,2,3,3,2,1,2,2,2,2,1,3,4,1,2,2,2,2,5,2,1,2
44,2019,10,88,492,6901,41,Male,NW,Y,Some college,Computer & Electronics,7.90,Y,2,53352.93,25,4,3,2,1,2,1,3,1,5,1,2,1,2,3,4,3,3,1,2,2,2,2
44,2019,10,88,492,5729,24,Female,W,Y,Some college,Cellphones and Accessories,4.80,N,1,29672.77,15,4,1,4,2,1,1,1,3,3,3,2,3,4,3,3,1,2,3,1,1,2,1
44,2019,10,88,492,125,41,Male,W,N,Post-secondary degree,Office Products,8.10,N,2,64175.90,4,2,1,3,1,1,1,1,3,2,3,3,3,4,2,2,1,1,3,1,1,2,3
44,2019,10,88,492,7522,28,Male,NW,Y,Some college,Computer & Electronics,5.80,N,1,25402.07,13,4,2,1,1,2,1,1,1,2,2,1,3,2,3,3,1,4,2,5,1,3,3
44,2019,10,88,492,3965,32,Male,W,N,Post-secondary degree,Computer & Electronics,7.10,N,2,75715.91,8,2,4,2,1,1,1,1,2,1,4,3,3,1,2,1,1,5,2,2,2,1,3
44,2019,10,88,492,8371,22,Male,NW,Y,Some high school,Office Products,1.00,Y,1,34536.93,21,5,1,2,2,1,1,1,1,2,3,3,2,1,2,3,2,1,1,1,1,2,3
44,2019,10,88,492,7404,44,Male,W,N,High school diploma or equivalent,Cellphones and Accessories,8.00,Y,1,38500.05,9,2,2,3,1,3,1,2,2,5,3,1,3,1,4,1,2,2,1,5,3,2,3
44,2019,10,88,492,2285,34,Female,W,N,Some college,Computer & Electronics,8.30,N,1,41454.49,16,2,1,1,1,1,1,2,1,5,1,3,3,2,1,1,1,3,2,1,1,2,2
44,2019,10,88,492,4972,22,Female,W,Y,Some college,Cellphones and Accessories,5.20,N,1,37682.40,25,5,2,2,1,1,1,1,1,2,1,5,2,2,1,2,1,3,2,4,2,1,3
48,2019,10,159,273,2929,30,Female,NW,N,Some college,Computer & Electronics,5.60,N,1,67161.49,27,4,3,1,2,2,1,1,1,2,1,2,2,1,1,1,2,5,1,1,1,1,2
48,2019,10,159,273,9869,30,Female,W,N,Some college,Computer & Electronics,7.80,N,2,58484.80,8,1,3,4,1,1,1,1,2,3,2,2,3,3,2,2,1,4,4,1,1,2,3
48,2019,10,159,273,7101,43,Female,NW,N,Post-secondary degree,Computer & Electronics,11.50,N,1,64729.54,18,2,4,3,1,1,1,1,2,2,1,3,2,5,2,1,2,5,3,5,3,1,3
48,2019,10,159,273,1435,43,Male,W,Y,Some college,Computer & Electronics,8.30,Y,1,48872.27,6,1,3,3,3,1,2,1,1,1,1,4,4,3,1,2,3,3,4,2,2,2,3
48,2019,10,159,273,317,25,Female,NW,N,High school diploma or equivalent,Cellphones and Accessories,5.50,N,2,55301.96,15,3,5,1,2,1,1,1,1,4,2,3,3,5,4,1,1,2,4,5,3,3,3
48,2019,10,159,273,5921,34,Female,W,N,High school diploma or equivalent,Computer & Electronics,7.40,Y,1,36583.11,10,2,2,3,1,1,2,2,1,4,2,2,4,3,4,1,3,2,3,4,3,3,3
48,2019,10,159,273,3961,24,Female,W,Y,Post-secondary degree,Computer & Electronics,7.70,N,3,54003.48,0,3,2,3,2,3,1,3,2,1,1,4,5,4,5,3,2,2,2,5,3,3,2
48,2019,10,159,273,385,22,Female,NW,N,Some college,Computer & Electronics,3.10,Y,1,54704.97,0,3,3,2,3,2,1,2,1,3,5,1,5,2,2,1,4,3,1,2,2,3,3
48,2019,10,159,273,9957,43,Male,W,Y,Post-secondary degree,Computer & Electronics,9.70,N,2,68227.16,0,1,4,3,1,2,2,1,2,1,2,4,5,3,3,3,2,5,3,3,2,2,3
48,2019,10,159,273,409,29,Male,W,Y,Some high school,Cellphones and Accessories,7.00,Y,1,63454.45,18,3,3,1,2,3,1,2,2,1,1,5,3,3,1,3,4,3,2,4,3,1,3
48,2019,10,159,273,1223,33,Male,W,Y,Post-secondary degree,Cellphones and Accessories,5.90,N,1,30012.92,22,3,5,1,2,2,2,2,1,1,2,1,2,5,2,3,1,1,3,5,3,3,3
48,2019,10,159,273,1055,27,Male,NW,Y,Post-secondary degree,Computer & Electronics,3.90,Y,1,54381.12,15,4,2,1,1,1,1,1,1,1,1,1,3,2,1,4,3,2,2,1,1,1,2
48,2019,10,159,273,7127,38,Male,NW,N,Some high school,Home Appliances,6.00,N,1,55676.85,10,3,2,4,1,1,1,1,1,1,3,3,4,2,2,2,1,3,3,2,2,1,3
48,2019,10,159,273,4596,27,Male,NW,N,High school diploma or equivalent,Office Products,6.00,N,2,50764.97,8,3,1,1,1,2,1,1,1,1,2,1,4,2,2,1,1,1,2,2,1,1,1
50,2019,10,85,486,7427,31,Female,NW,N,High school diploma or equivalent,Office Products,7.90,N,1,47553.42,7,4,1,5,3,1,2,1,1,1,1,2,4,4,1,1,1,2,3,2,2,1,3
50,2019,10,85,486,6287,35,Male,W,N,Some college,Office Products,8.00,N,1,63242.05,16,4,3,2,1,1,1,2,1,3,2,4,2,4,2,1,1,4,2,3,2,2,3
50,2019,10,85,486,4561,36,Male,W,N,Post-secondary degree,Home Appliances,9.50,N,2,58690.22,9,1,3,4,1,1,2,1,2,4,2,2,2,3,3,2,1,3,4,2,2,2,3
50,2019,10,85,486,4464,29,Male,W,N,High school diploma or equivalent,Office Products,7.00,Y,1,62274.38,0,3,4,2,1,2,1,1,1,1,3,3,5,2,2,3,1,3,2,5,3,2,3
50,2019,10,85,486,3224,30,Male,W,N,Some college,Office Products,4.50,N,4,76999.12,0,2,3,1,1,1,1,3,3,4,2,2,4,5,3,3,1,3,2,4,3,3,3
