store_id,locnearestformat,locnearestany,locimargintarget,locimarginactual,locomargintarget,locomarginactual,locrevenuetarget,locrevenueactual,locgmargintarget,locgmarginactual,locexpensetarget,locexpenseactual,locebitdatarget,locebitdaactual,minwage,unemployed,edu14,year,month,yrmo,population,Voluntary_turnover,Layoff,Hiring,unitmonth_female,unitmonth_ftpt,unitmonth_hrlyrate,unitmonth_white,tenure,rmgrwhite,rmgrfemale,
2,17.18,13.05,414468,360132,38768,21063,1329863,1273861,453237,381195,317643,318676,135593,62519,14.16,5.66,0.47,2018,7,654,106,5.66,0.00,0.94,0.60,0.30,13.21,0.44,45.02,0.45,0.83,
2,17.18,13.05,344655,323737,53260,36298,1430403,1449516,397915,360035,342411,348127,55504,11908,14.16,5.66,0.47,2018,8,655,106,3.77,0.00,2.83,0.59,0.31,13.33,0.45,44.75,0.44,0.84,
2,17.18,13.05,406418,394557,58250,30705,1615763,1575116,464668,425262,366349,362369,98318,62893,14.16,5.66,0.47,2018,9,656,110,0.91,0.00,5.45,0.62,0.30,13.28,0.46,42.72,0.44,0.84,
2,17.18,13.05,410230,336215,34628,33983,1192247,1145656,444859,370198,320721,322923,124137,47230,14.16,5.66,0.47,2018,10,657,118,9.32,0.00,5.93,0.62,0.28,13.21,0.46,40.49,0.53,0.83,
2,17.18,13.05,560319,393745,83359,57186,2158684,1802077,643678,450931,424038,418670,219640,32261,14.16,5.66,0.47,2018,11,658,116,3.45,2.86,0.86,0.64,0.31,13.43,0.45,41.20,0.20,0.52,
2,17.18,13.05,1032643,595721,85138,56915,3160836,2295564,1117782,652636,484404,468580,633377,184056,14.16,5.66,0.47,2018,12,659,115,6.09,0.00,0.00,0.61,0.32,13.53,0.47,42.17,0.20,0.50,
2,17.18,13.05,580905,335445,42456,24300,1154386,978343,623361,359745,305626,176517,317734,183228,14.28,4.95,0.46,2019,1,660,110,3.64,0.00,1.82,0.61,0.34,13.64,0.48,44.74,0.20,0.49,
2,17.18,13.05,378728,377073,38944,44492,1326067,1249204,417672,421565,323572,302472,94100,119093,14.28,4.95,0.46,2019,2,661,110,8.18,0.00,4.55,0.61,0.32,13.59,0.50,44.01,0.21,0.48,
2,17.18,13.05,501148,458683,57384,51277,1625018,1507323,558533,509960,358878,339215,199654,170745,14.28,4.95,0.46,2019,3,662,107,2.80,0.00,4.67,0.63,0.33,13.60,0.48,45.63,0.21,0.46,
2,17.18,13.05,378998,344991,42892,31342,1240728,1121812,421891,376333,301148,280449,120742,95884,14.28,4.95,0.46,2019,4,663,113,7.97,0.00,6.20,0.62,0.32,13.55,0.46,43.78,0.22,0.47,
2,17.18,13.05,440122,372143,55770,49082,1609418,1357209,495892,421225,356782,339526,139110,81699,14.28,4.95,0.46,2019,5,664,108,3.70,0.00,3.70,0.60,0.30,13.62,0.45,45.78,0.22,0.50,
2,17.18,13.05,483068,334974,63428,35896,1806702,1464412,546497,370870,379411,350726,167085,20099,14.28,4.95,0.46,2019,6,665,114,7.90,0.00,5.26,0.59,0.29,13.58,0.47,43.96,0.26,0.46,
2,17.18,13.05,430636,301632,34732,32567,1292297,1158028,465369,334199,306580,291036,158788,43163,14.28,4.95,0.46,2019,7,666,108,4.63,0.00,1.85,0.57,0.31,13.62,0.47,46.90,0.29,0.47,
2,17.18,13.05,363889,295141,48604,22678,1446385,1299629,412493,317819,321750,325235,90742,-7416,14.28,4.95,0.46,2019,8,667,107,4.67,0.00,1.87,0.56,0.31,13.63,0.48,48.13,0.29,0.51,
2,17.18,13.05,496053,424838,54001,37582,1634787,1550151,550055,462420,363188,330903,186866,131472,14.28,4.95,0.46,2019,9,668,104,0.00,0.00,1.92,0.57,0.34,14.07,0.49,50.33,0.29,0.52,
2,17.18,13.05,402822,316311,36123,37550,1200495,1125750,438946,353861,316922,290027,122023,63834,14.28,4.95,0.46,2019,10,669,112,5.36,0.00,6.25,0.59,0.30,13.75,0.48,47.42,0.28,0.50,
13,10.82,11.25,667610,363068,78775,33121,1512310,1340924,746386,396189,377894,386381,368491,9808,14.23,6.46,0.49,2018,1,648,167,2.99,0.00,2.99,0.57,0.27,13.60,0.01,41.55,0.01,0.16,
13,10.82,11.25,460752,457468,52146,64867,1646930,1664757,512898,522335,393031,431531,119867,90804,14.23,6.46,0.49,2018,2,649,163,1.84,0.00,2.45,0.56,0.27,13.60,0.01,40.88,0.01,0.45,
13,10.82,11.25,709809,843880,68544,71028,2160613,2087130,778353,914908,478837,490919,299516,423989,14.23,6.46,0.49,2018,3,650,163,3.07,0.00,3.07,0.54,0.28,13.59,0.02,40.21,0.02,0.50,
13,10.82,11.25,652724,551305,49250,48554,1653874,1611388,701975,599859,379388,377598,322586,222261,14.23,6.46,0.49,2018,4,651,172,4.07,0.00,6.40,0.56,0.28,13.73,0.02,38.34,0.02,0.47,
13,10.82,11.25,633048,533965,86800,70606,2002778,2090989,719848,604571,419984,454471,299864,150100,14.23,6.46,0.49,2018,5,652,165,5.45,0.00,1.21,0.57,0.28,13.76,0.03,39.37,0.02,0.48,
13,10.82,11.25,751740,497497,90605,60150,2490802,2264118,842345,557647,492758,514756,349587,42891,14.23,6.46,0.49,2018,6,653,162,1.85,0.00,0.00,0.60,0.28,14.29,0.02,37.91,0.14,0.46,
13,10.82,11.25,546444,487887,62616,29384,1652275,1611436,609060,517271,384769,489578,224290,27667,15.23,6.46,0.49,2018,7,654,169,4.73,0.00,2.96,0.59,0.25,14.21,0.03,36.48,0.13,0.44,
13,10.82,11.25,499105,659831,67291,48699,1761810,1715069,566397,708530,420979,334106,145417,374424,15.23,6.46,0.49,2018,8,655,171,6.43,0.00,4.09,0.59,0.25,14.33,0.03,36.63,0.12,0.47,
13,10.82,11.25,701448,643706,89731,57149,2335980,2231162,791179,700855,490834,494967,300344,205843,15.23,6.46,0.49,2018,9,656,163,6.14,0.00,3.68,0.58,0.25,14.40,0.02,36.98,0.13,0.46,
13,10.82,11.25,640215,499794,58943,46993,1680114,1458850,699158,546787,399368,414504,299790,132283,15.23,6.46,0.49,2018,10,657,163,6.14,2.61,5.52,0.58,0.26,14.49,0.01,36.09,0.12,0.45,
13,10.82,11.25,783467,650495,119199,84720,2931346,2490657,902667,735215,526512,517599,376154,217616,15.23,6.46,0.49,2018,11,658,158,5.06,0.00,1.90,0.56,0.27,14.68,0.02,35.35,0.18,0.40,
13,10.82,11.25,1169112,927260,114917,85727,3941599,3298477,1284029,1012987,604018,626854,680011,386133,15.23,6.46,0.49,2018,12,659,154,3.25,0.00,0.00,0.57,0.25,14.33,0.02,36.59,0.21,0.42,
13,10.82,11.25,825139,438945,56643,39778,1417904,1236887,881782,478723,383440,347601,498341,131033,15.23,5.76,0.49,2019,1,660,163,4.91,0.00,8.59,0.57,0.24,14.28,0.02,35.09,0.21,0.40,
13,10.82,11.25,505268,413600,64556,58982,1647549,1532275,569824,472582,412008,386337,157815,86245,15.23,5.76,0.49,2019,2,661,154,3.25,0.00,0.65,0.60,0.25,14.37,0.02,37.00,0.21,0.42,
13,10.82,11.25,752708,635722,88378,75189,2101233,1991986,841086,710911,474756,446617,366330,264294,15.23,5.76,0.49,2019,3,662,147,6.12,2.68,2.04,0.59,0.26,14.45,0.02,37.05,0.46,0.42,
13,10.82,11.25,572192,474710,62970,47356,1552755,1398320,635162,522066,374906,339120,260255,182946,15.23,5.76,0.49,2019,4,663,147,5.44,0.00,6.80,0.60,0.24,14.33,0.02,36.35,0.50,0.46,
13,10.82,11.25,639841,548720,85047,62588,2099118,1711189,724888,611308,430187,364964,294701,246344,15.23,5.76,0.49,2019,5,664,140,1.43,0.00,0.71,0.57,0.24,14.36,0.02,37.51,0.44,0.45,
13,10.82,11.25,689097,570142,83914,63162,2254198,1977766,773011,633304,481626,431961,291385,201343,15.23,5.76,0.49,2019,6,665,144,3.47,0.00,3.47,0.56,0.23,14.40,0.02,36.51,0.45,0.18,
13,10.82,11.25,641800,462555,55268,52864,1681701,1546363,697068,515419,393579,346836,303489,168583,15.23,5.76,0.49,2019,7,666,139,4.32,0.00,1.44,0.57,0.25,14.48,0.03,37.91,0.45,0.45,
13,10.82,11.25,567859,506497,63984,54589,1734058,1785972,631844,561086,394991,361163,236852,199923,15.23,5.76,0.49,2019,8,667,141,5.67,0.00,2.13,0.58,0.26,14.49,0.03,37.89,0.45,0.45,
13,10.82,11.25,800536,593896,76784,63950,2310699,2077870,877321,657846,494795,439343,382525,218503,15.23,5.76,0.49,2019,9,668,143,1.40,0.00,5.59,0.60,0.25,14.50,0.03,38.15,0.43,0.46,
13,10.82,11.25,592237,476103,48207,60631,1539654,1429104,640445,536734,397005,360162,243440,176572,15.23,5.76,0.49,2019,10,669,143,4.90,0.00,3.50,0.62,0.24,14.38,0.03,38.52,0.45,0.45,
24,15.29,8.62,331116,197334,41610,22471,1154188,903169,372726,219805,304601,299911,68125,-80106,15.55,6.25,0.50,2018,1,648,112,2.68,0.00,6.25,0.55,0.32,14.30,0.85,44.35,0.79,0.65,
24,15.29,8.62,298143,237639,15237,25261,1119426,1090310,313381,262900,308992,289711,4388,-26811,15.55,6.25,0.50,2018,2,649,109,2.75,0.00,0.00,0.54,0.32,14.18,0.84,45.97,0.83,0.68,
24,15.29,8.62,535553,340096,20287,28903,1715813,1319595,555841,368999,393844,367066,161997,1933,15.55,6.25,0.50,2018,3,650,111,7.21,0.00,6.31,0.55,0.31,14.21,0.81,45.37,0.83,0.69,
24,15.29,8.62,459946,305125,17231,5758,1338004,1143246,477178,310883,314916,295836,162261,15047,15.55,6.25,0.50,2018,4,651,112,4.46,0.00,6.25,0.56,0.31,14.10,0.81,43.05,0.82,0.70,
24,15.29,8.62,411100,314652,25434,7616,1510375,1312114,436534,322268,347552,333933,88982,-11665,15.55,6.25,0.50,2018,5,652,111,3.60,0.00,6.31,0.54,0.31,14.14,0.82,44.13,0.81,0.70,
24,15.29,8.62,500140,253702,19868,3019,1683966,1366646,520008,256721,383785,365288,136223,-108567,15.55,6.25,0.50,2018,6,653,114,2.63,0.00,5.26,0.53,0.29,14.12,0.81,43.14,0.82,0.72,
24,15.29,8.62,369444,463131,13769,-5811,1198065,1100197,383213,457320,318424,331104,64788,126216,15.55,6.25,0.50,2018,7,654,118,1.70,0.00,5.93,0.53,0.28,14.16,0.80,41.43,0.81,0.68,
24,15.29,8.62,373623,253711,17233,12293,1294175,1170318,390856,266004,328807,335589,62048,-69585,15.55,6.25,0.50,2018,8,655,113,7.97,2.89,3.54,0.54,0.28,14.30,0.82,43.27,0.81,0.67,
24,15.29,8.62,473690,347480,13450,-11107,1530500,1283768,487141,336373,375676,338292,111464,-1919,15.55,6.25,0.50,2018,9,656,112,4.46,0.00,8.04,0.50,0.26,14.21,0.81,41.20,0.79,0.70,
24,15.29,8.62,422029,291302,6743,2778,1123878,923849,428773,294080,315545,256944,113227,37136,15.55,6.25,0.50,2018,10,657,118,6.78,0.00,10.17,0.53,0.25,14.07,0.79,39.25,0.78,0.73,
24,15.29,8.62,545429,366665,31094,32045,1829861,1653938,576524,398710,405306,397528,171217,1182,15.55,6.25,0.50,2018,11,658,122,4.10,0.00,4.92,0.52,0.27,14.17,0.80,38.25,0.69,0.58,
24,15.29,8.62,751932,502785,1614,-23515,2447873,2029248,753546,479270,451758,414754,301788,64516,15.55,6.25,0.50,2018,12,659,118,3.39,0.00,0.85,0.52,0.28,14.18,0.80,40.36,0.69,0.56,
24,15.29,8.62,436622,203086,19789,-5910,982257,764521,456411,197176,283584,203631,172827,-6455,15.7,5.32,0.51,2019,1,660,114,3.51,0.00,0.00,0.52,0.30,14.23,0.82,42.62,0.68,0.55,
24,15.29,8.62,275155,245692,11710,10574,1029868,970814,286866,256266,246329,233435,40536,22831,15.7,5.32,0.51,2019,2,661,115,2.61,0.00,5.22,0.54,0.30,14.29,0.81,42.57,0.70,0.62,
24,15.29,8.62,423933,322493,10855,-3082,1278144,1145836,434788,319411,299377,269045,135411,50366,15.7,5.32,0.51,2019,3,662,114,9.65,0.00,1.75,0.55,0.28,14.50,0.81,43.54,0.71,0.70,
24,15.29,8.62,362081,242682,12221,12138,1149772,915394,374302,254820,268464,260229,105837,-5409,15.7,5.32,0.51,2019,4,663,114,7.90,0.00,7.90,0.54,0.25,14.64,0.79,42.31,0.68,0.69,
24,15.29,8.62,374072,271574,38908,11386,1372472,1087481,412980,282960,309171,283234,103809,-274,15.7,5.32,0.51,2019,5,664,106,3.77,0.00,3.77,0.52,0.25,14.59,0.82,43.12,0.71,0.69,
24,15.29,8.62,383252,370973,11199,10303,1412653,1440553,394452,381276,315507,315902,78945,65374,15.7,5.32,0.51,2019,6,665,106,4.72,2.94,4.72,0.52,0.26,14.58,0.81,43.92,0.73,0.70,
24,15.29,8.62,392214,220690,25997,1037,1204110,930820,418212,221727,280636,239614,137575,-17887,15.7,5.32,0.51,2019,7,666,121,4.96,0.00,14.88,0.52,0.23,14.52,0.78,38.07,0.74,0.70,
24,15.29,8.62,345933,236641,15174,3618,1196847,985124,361107,240259,281934,283703,79173,-43444,15.7,5.32,0.51,2019,8,667,120,4.17,0.00,5.83,0.52,0.22,14.42,0.79,38.57,0.74,0.71,
24,15.29,8.62,425720,318505,4858,-12492,1334010,1231697,430579,306013,318959,324981,111619,-18968,15.7,5.32,0.51,2019,9,668,120,4.17,0.00,5.00,0.52,0.22,14.44,0.80,39.19,0.73,0.73,
24,15.29,8.62,336690,255270,12972,-6945,982459,812168,349663,248325,266865,249176,82797,-889,15.7,5.32,0.51,2019,10,669,120,2.50,0.00,5.83,0.50,0.25,14.51,0.78,40.03,0.84,0.56,
27,13.97,12.44,206549,143238,26397,16437,621126,556923,232946,159675,217129,205871,15817,-46196,13.48,4.48,0.54,2018,1,648,87,5.75,0.00,0.00,0.57,0.35,14.30,0.46,55.59,0.57,0.34,
27,13.97,12.44,206134,208855,27600,23368,801102,741611,233735,232223,236142,222275,-2407,9948,13.48,4.48,0.54,2018,2,649,83,7.23,0.00,2.41,0.55,0.36,14.27,0.47,58.60,0.64,0.37,
27,13.97,12.44,354989,289680,32221,28166,1036279,940245,387211,317846,275652,262404,111559,55442,13.48,4.48,0.54,2018,3,650,81,2.47,0.00,4.94,0.57,0.33,14.28,0.46,59.80,0.64,0.37,
27,13.97,12.44,312594,260923,23878,20245,822943,759428,336472,281168,217363,202795,119109,78373,13.48,4.48,0.54,2018,4,651,90,2.22,0.00,8.89,0.59,0.31,14.11,0.46,54.41,0.62,0.37,
27,13.97,12.44,308716,295922,37308,29011,981960,963682,346025,324933,237808,249530,108217,75403,13.48,4.48,0.54,2018,5,652,92,19.57,0.00,3.26,0.59,0.32,14.25,0.46,53.75,0.63,0.39,
27,13.97,12.44,333363,210018,33023,19291,1128624,1005494,366386,229309,274462,268835,91923,-39526,13.48,4.48,0.54,2018,6,653,82,6.10,0.00,6.10,0.59,0.32,14.25,0.43,51.22,0.67,0.35,
27,13.97,12.44,237173,180001,19896,11852,727539,631111,257070,191853,226470,206535,30599,-14682,13.48,4.48,0.54,2018,7,654,81,8.64,0.00,3.70,0.62,0.32,14.35,0.44,50.11,0.65,0.36,
27,13.97,12.44,236257,175831,22400,15720,787488,701171,258658,191551,238369,228970,20288,-37419,14.23,4.48,0.54,2018,8,655,78,5.13,0.00,5.13,0.67,0.33,14.49,0.46,52.35,0.64,0.38,
27,13.97,12.44,316773,253486,26736,13078,962349,867428,343509,266564,264489,526772,79020,-260234,14.23,4.48,0.54,2018,9,656,83,9.64,4.41,13.25,0.66,0.31,14.34,0.43,49.14,0.60,0.33,
27,13.97,12.44,305833,205691,21726,16192,777340,683277,327559,221883,231972,263164,95586,-41281,14.23,4.48,0.54,2018,10,657,79,3.80,0.00,7.59,0.65,0.29,14.23,0.44,49.33,0.61,0.30,
27,13.97,12.44,378624,314557,41021,30146,1294460,1231017,419645,344703,288809,319832,130836,24871,14.23,4.48,0.54,2018,11,658,87,6.90,0.00,5.75,0.62,0.29,14.12,0.42,45.59,0.61,0.66,
27,13.97,12.44,503278,298087,39069,21754,1678689,1189212,542348,319841,328833,79457,213514,240384,14.23,4.48,0.54,2018,12,659,82,3.66,0.00,0.00,0.62,0.27,14.07,0.38,44.54,0.59,0.70,
27,13.97,12.44,266607,141382,16887,8417,593178,489881,283494,149799,221909,446594,61585,-296795,14.23,4.34,0.53,2019,1,660,80,6.25,0.00,0.00,0.63,0.27,14.13,0.37,46.49,0.59,0.70,
27,13.97,12.44,211736,167443,20090,12685,703224,638569,231826,180128,220924,450591,10901,-270463,14.23,4.34,0.53,2019,2,661,78,5.13,0.00,2.56,0.58,0.28,14.22,0.38,47.96,0.60,0.67,
27,13.97,12.44,344809,294982,28489,17716,981614,863111,373298,312698,256637,190092,116661,122606,14.23,4.34,0.53,2019,3,662,84,5.95,0.00,13.10,0.58,0.25,14.21,0.36,45.82,0.60,0.68,
27,13.97,12.44,270430,217320,25353,20345,773305,628882,295784,237665,210032,198349,85751,39316,14.23,4.34,0.53,2019,4,663,81,6.17,0.00,4.94,0.57,0.25,14.23,0.36,47.48,0.62,0.65,
27,13.97,12.44,338547,213499,34210,18753,994773,813489,372757,232252,233589,209079,139167,23173,14.23,4.34,0.53,2019,5,664,81,6.17,0.00,6.17,0.56,0.25,14.30,0.39,48.54,0.67,0.62,
27,13.97,12.44,339890,242058,26597,17508,1044699,882094,366487,259566,270192,247310,96295,12256,14.23,4.34,0.53,2019,6,665,78,5.13,0.00,2.56,0.55,0.27,14.50,0.42,49.91,0.99,0.28,
27,13.97,12.44,251983,186673,17655,7528,680077,651720,269639,194201,212898,26280,56740,167870,14.23,4.34,0.53,2019,7,666,80,13.75,0.00,0.00,0.54,0.27,14.64,0.42,48.60,0.99,0.61,
27,13.97,12.44,216365,165774,22702,11427,752093,645277,239067,177201,215538,188917,23528,-11716,15.23,4.34,0.53,2019,8,667,73,9.59,0.00,4.11,0.59,0.27,14.67,0.40,52.59,1.00,0.66,
27,13.97,12.44,318267,248827,22313,13866,915034,863634,340580,262693,256690,224758,83890,37935,15.23,4.34,0.53,2019,9,668,76,7.90,3.32,1.32,0.60,0.28,14.88,0.40,50.35,1.00,0.34,
27,13.97,12.44,267969,198499,17992,16682,725126,663532,285962,215181,219560,219610,66401,-4429,15.23,4.34,0.53,2019,10,669,83,4.82,0.00,4.82,0.61,0.25,14.97,0.42,40.11,1.00,0.31,
28,13.26,5.17,330612,176859,53075,21259,1137106,853553,383687,198118,281324,231701,102363,-33583,14.23,5.57,0.52,2018,1,648,116,0.00,0.00,0.86,0.56,0.30,13.38,0.80,44.50,0.97,0.83,
28,13.26,5.17,216996,225191,-1084,39581,871229,982624,215912,264772,268593,267411,-52681,-2639,14.23,5.57,0.52,2018,2,649,116,5.17,0.00,0.00,0.56,0.33,13.47,0.80,45.44,0.98,0.82,
28,13.26,5.17,426227,302608,-11054,36126,1257216,1215854,415172,338734,321972,338108,93199,626,14.23,5.57,0.52,2018,3,650,113,0.00,0.00,2.66,0.57,0.33,13.51,0.80,46.43,0.98,0.81,
28,13.26,5.17,438370,314313,893,-24453,1148330,959952,439263,289860,250370,223261,188893,66599,14.23,5.57,0.52,2018,4,651,112,4.46,0.00,0.00,0.57,0.32,13.50,0.80,47.70,0.98,0.81,
28,13.26,5.17,417293,275012,3360,-9358,1324390,1139999,420653,265654,268987,178937,151666,86717,14.23,5.57,0.52,2018,5,652,110,5.45,0.00,2.73,0.56,0.30,13.50,0.79,46.85,0.99,0.82,
28,13.26,5.17,464483,315524,-3051,-21142,1408275,1382080,461431,294382,303906,306310,157524,-11928,14.23,5.57,0.52,2018,6,653,105,0.00,0.00,1.91,0.54,0.31,13.56,0.80,49.53,0.99,0.82,
28,13.26,5.17,332670,181325,16771,-14081,1072823,839790,349442,167244,243677,241709,105764,-74465,14.23,5.57,0.52,2018,7,654,110,1.82,0.00,3.64,0.54,0.30,13.49,0.80,48.24,0.99,0.83,
28,13.26,5.17,342084,578129,19811,19632,1300181,1184149,361895,597761,303625,284031,58270,313730,14.23,5.57,0.52,2018,8,655,110,5.45,0.00,0.91,0.55,0.30,13.53,0.80,48.96,0.99,0.83,
28,13.26,5.17,418668,295669,-16837,-26396,1239639,1045707,401831,269273,296426,285680,105404,-16407,14.23,5.57,0.52,2018,9,656,107,2.80,0.00,1.87,0.57,0.33,13.75,0.81,50.67,0.99,0.82,
28,13.26,5.17,369484,278419,-17732,-5831,942810,812376,351752,272588,257747,202104,94005,70484,14.23,5.57,0.52,2018,10,657,113,4.43,0.00,3.54,0.58,0.33,13.86,0.82,48.93,0.94,0.81,
28,13.26,5.17,533772,377592,-3678,8713,1656343,1356933,530094,386305,321951,302060,208143,84245,14.23,5.57,0.52,2018,11,658,112,1.79,0.00,0.89,0.58,0.32,13.71,0.81,48.27,0.67,0.79,
28,13.26,5.17,816094,513725,-57488,-15131,2369340,1723641,758605,498594,400496,350770,358109,147824,14.23,5.57,0.52,2018,12,659,112,3.57,0.00,0.89,0.58,0.33,14.13,0.81,48.87,0.66,0.79,
28,13.26,5.17,456585,207447,29254,202,962361,715046,485840,207649,249215,205693,236624,1956,15.23,5.16,0.55,2019,1,660,107,2.80,0.00,0.00,0.59,0.34,14.27,0.81,51.41,0.67,0.80,
